"UNC_Marchetti_diatom_cultures_all_LOBSTAHS_IDs_pos.csv, lipids identified in West Antarctic diatom isolates provided by A. Marchetti and C. Moreno, University of North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Identifications were made by J. Collins, james.r.collins@aya.yale.edu, using v1.1.1 of the LOBSTAHS lipidomics software package for R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in columns 14-22 of this speadsheet are raw chromatographic peak areas; the .xlsx file UNC_Marchetti_diatom_cultures_IP-DAG_pmol_totals.xlsx contains mass data for unoxidized IP-DAG obtained using authentic standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,cultures,QC,Marchetti_diatom_culture_extract_A_act_1_QE002909,Marchetti_diatom_culture_extract_A_act_2_QE002910,Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911,Marchetti_diatom_culture_extract_F_cyl_1_QE002907,Marchetti_diatom_culture_extract_F_cyl_1_QE002908,Marchetti_diatom_culture_extract_Thalass_1_QE002905,Marchetti_diatom_culture_extract_Thalass_2_QE002906,QC_QE002903,QC_QE002915,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto
10123,2069,DGTS_DGTA 41:4 +1O,C51H91N1O8,846.6817461,846.6816462,0.117909902,1074.911808,846.6812689,846.6818545,1068.234893,1080.984723,7,0,9712587.155,5831038.821,11033723.07,4115368.852,7691112.468,79338282.85,65927970.95,0,0,14751,77,17431,845.6744696,IP_DAG,DGTS_DGTA,[M+H]+,41,4,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2047, 2068, 2069",,NA,0,0,NA
10710,2070,DGCC 42:6 +4O,C52H89N1O12,920.6457545,920.6460543,-0.325658294,1072.513099,920.6355826,920.6514465,1064.517427,1077.079704,2,1,41084.49141,0,15188453.45,0,675042.1473,1741351.552,935660.4459,0,5266528.607,18754,77,4521,919.638478,IP_DAG,DGCC,[M+H]+,42,6,4,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1090, 2070","2070, 2071",,NA,0,0,NA
10715,2071,MGDG 43:7 +2O,C52H86O12,920.6457545,920.6460543,-0.325658294,1072.513099,920.6355826,920.6514465,1064.517427,1077.079704,2,1,41084.49141,0,15188453.45,0,675042.1473,1741351.552,935660.4459,0,5266528.607,18754,77,55515,902.6119289,IP_DAG,MGDG,[M+NH4]+,43,7,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1091, 2071","2070, 2071",,NA,0,0,NA
10822,2072,PE 45:1 +3O,C50H98N1O11P1,920.6950267,920.6954186,-0.425582791,1070.41418,920.6948388,920.6954385,1070.23258,1070.909707,3,0,231451.7775,339465.382,10994092.83,6067058.727,13744650.5,22012819.74,18226244.25,0,0,18758,77,25047,919.6877503,IP_DAG,PE,[M+H]+,45,1,3,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"2048, 2072, 2073","2048, 2049, 2072, 2073",NA,0,0,1
1083,2073,PC 42:1 +3O,C50H98N1O11P1,920.6950267,920.6954186,-0.425582791,1070.41418,920.6948388,920.6954385,1070.23258,1070.909707,3,0,231451.7775,339465.382,10994092.83,6067058.727,13744650.5,22012819.74,18226244.25,0,0,18758,77,38717,919.6877503,IP_DAG,PC,[M+H]+,42,1,3,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"2048, 2072, 2073","2048, 2049, 2072, 2073",NA,0,0,1
1098,2074,DGCC 44:4 +2O,C54H97N1O10,920.7185256,920.7175672,1.040925581,1074.028792,920.7172974,920.7176605,1065.69605,1074.254626,3,0,135477.1898,45769.23623,1069390.52,268055.9928,3460158.491,14403088.01,10856842.19,0,0,18762,77,4986,919.7112491,IP_DAG,DGCC,[M+H]+,44,4,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2074, 2075, 2076, 2077",,NA,0,0,1
10912,2075,DGTS_DGTA 44:4 +3O,C54H97N1O10,920.7185256,920.7175672,1.040925581,1074.028792,920.7172974,920.7176605,1065.69605,1074.254626,3,0,135477.1898,45769.23623,1069390.52,268055.9928,3460158.491,14403088.01,10856842.19,0,0,18762,77,18191,919.7112491,IP_DAG,DGTS_DGTA,[M+H]+,44,4,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2074, 2075, 2076, 2077",,NA,0,0,1
10922,2076,MGDG 45:5,C54H94O10,920.7185256,920.7175672,1.040925581,1074.028792,920.7172974,920.7176605,1065.69605,1074.254626,3,0,135477.1898,45769.23623,1069390.52,268055.9928,3460158.491,14403088.01,10856842.19,0,0,18762,77,56005,902.6847,IP_DAG,MGDG,[M+NH4]+,45,5,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2074, 2075, 2076, 2077",,NA,0,1,1
1093,2077,TAG 51:5 +4O,C54H94O10,920.7185256,920.7175672,1.040925581,1074.028792,920.7172974,920.7176605,1065.69605,1074.254626,3,0,135477.1898,45769.23623,1069390.52,268055.9928,3460158.491,14403088.01,10856842.19,0,0,18762,77,64903,902.6847,TAG,TAG,[M+NH4]+,51,5,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2074, 2075, 2076, 2077",,NA,NA,0,1
11123,2078,PE 41:2,C46H88N1O8P1,814.6320325,814.6325845,-0.677628866,1075.316209,814.6317725,814.634111,1074.059563,1081.473884,3,0,3054314.834,2591868.157,4051615.039,636417.3205,1785920.821,1056077.689,221052.6904,0,0,13114,77,23982,813.624756,IP_DAG,PE,[M+H]+,41,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2078, 3808","2078, 2079",,NA,0,0,1
111110,2079,PC 38:2,C46H88N1O8P1,814.6320325,814.6325845,-0.677628866,1075.316209,814.6317725,814.634111,1074.059563,1081.473884,3,0,3054314.834,2591868.157,4051615.039,636417.3205,1785920.821,1056077.689,221052.6904,0,0,13114,77,37702,813.624756,IP_DAG,PC,[M+H]+,38,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2079, 3809","2078, 2079",,NA,0,1,NA
11412,2080,DGCC 43:4 +1O,C53H95N1O9,890.7079609,890.7083729,-0.462584336,1071.115091,890.7079192,890.7088266,1070.470537,1071.759645,2,0,101151.3916,47147.69452,1772349.087,0,536881.7139,32549231.23,32408306.52,0,0,17183,77,4756,889.7006844,IP_DAG,DGCC,[M+H]+,43,4,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2080, 2081, 2082",,NA,0,0,NA
11413,2081,DGTS_DGTA 43:4 +2O,C53H95N1O9,890.7079609,890.7083729,-0.462584336,1071.115091,890.7079192,890.7088266,1070.470537,1071.759645,2,0,101151.3916,47147.69452,1772349.087,0,536881.7139,32549231.23,32408306.52,0,0,17183,77,17961,889.7006844,IP_DAG,DGTS_DGTA,[M+H]+,43,4,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2080, 2081, 2082",,NA,0,0,NA
11421,2082,TAG 50:5 +3O,C53H92O9,890.7079609,890.7083729,-0.462584336,1071.115091,890.7079192,890.7088266,1070.470537,1071.759645,2,0,101151.3916,47147.69452,1772349.087,0,536881.7139,32549231.23,32408306.52,0,0,17183,77,64406,872.6741353,TAG,TAG,[M+NH4]+,50,5,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2080, 2081, 2082",,NA,NA,0,1
11821,2083,DGCC 47:8,C57H95N1O8,922.7130462,922.7123268,0.779648915,1074.028792,922.6921304,922.7139057,1071.892985,1079.2417,6,0,637291.0874,758572.6448,10116226.72,0,6546768.697,122078005.7,102036011.7,0,0,18849,77,5851,921.7057698,IP_DAG,DGCC,[M+H]+,47,8,0,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"2050, 2083, 2084","2050, 2053, 2083, 2084, 2085, 2086",0,2,0,1
1183,2084,DGTS_DGTA 47:8 +1O,C57H95N1O8,922.7130462,922.7123268,0.779648915,1074.028792,922.6921304,922.7139057,1071.892985,1079.2417,6,0,637291.0874,758572.6448,10116226.72,0,6546768.697,122078005.7,102036011.7,0,0,18849,77,19056,921.7057698,IP_DAG,DGTS_DGTA,[M+H]+,47,8,1,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"2050, 2083, 2084","2050, 2053, 2083, 2084, 2085, 2086",0,2,0,1
1184,2085,PE 45:0 +3O,C50H100N1O11P1,922.7106768,922.7123268,-1.788250441,1074.028792,922.6921304,922.7139057,1071.892985,1079.2417,6,0,637291.0874,758572.6448,10116226.72,0,6546768.697,122078005.7,102036011.7,0,0,18849,77,25022,921.7034003,IP_DAG,PE,[M+H]+,45,0,3,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"2053, 2085, 2086","2050, 2053, 2083, 2084, 2085, 2086",0,2,0,1
1185,2086,PC 42:0 +3O,C50H100N1O11P1,922.7106768,922.7123268,-1.788250441,1074.028792,922.6921304,922.7139057,1071.892985,1079.2417,6,0,637291.0874,758572.6448,10116226.72,0,6546768.697,122078005.7,102036011.7,0,0,18849,77,38692,921.7034003,IP_DAG,PC,[M+H]+,42,0,3,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"2053, 2085, 2086","2050, 2053, 2083, 2084, 2085, 2086",0,2,0,1
12124,2087,MGDG 42:5 +3O,C51H88O13,926.6563192,926.6548246,1.612900063,1069.188011,926.6547437,926.6549054,1067.961842,1070.41418,2,0,0,0,3455801.925,988263.8468,3007359.832,5777380.531,4431066.282,0,0,19041,77,55170,908.6224936,IP_DAG,MGDG,[M+NH4]+,42,5,3,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1647, 2087",,,NA,0,0,NA
12610,2088,MGDG 42:4 +3O,C51H90O13,928.6719693,928.6719049,0.069289236,1074.141709,928.6719041,928.6719057,1074.028792,1074.254626,2,0,0,0,292746.1231,35379.01757,343556.5388,20818964.21,17375108.6,0,0,19146,77,55145,910.6381437,IP_DAG,MGDG,[M+NH4]+,42,4,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1285,2089,DGCC 45:5 +2O,C55H97N1O10,932.7185256,932.7178844,0.687357112,1069.615615,932.7178051,932.7179638,1069.506125,1069.725104,2,0,551043.3015,546594.3136,300870.1702,0,0,114966426,86679421.09,0,0,19350,77,5336,931.7112491,IP_DAG,DGCC,[M+H]+,45,5,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2089, 2090, 2091, 2092",,NA,0,0,1
12811,2090,DGTS_DGTA 45:5 +3O,C55H97N1O10,932.7185256,932.7178844,0.687357112,1069.615615,932.7178051,932.7179638,1069.506125,1069.725104,2,0,551043.3015,546594.3136,300870.1702,0,0,114966426,86679421.09,0,0,19350,77,18541,931.7112491,IP_DAG,DGTS_DGTA,[M+H]+,45,5,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2089, 2090, 2091, 2092",,NA,0,0,1
12821,2091,MGDG 46:6,C55H94O10,932.7185256,932.7178844,0.687357112,1069.615615,932.7178051,932.7179638,1069.506125,1069.725104,2,0,551043.3015,546594.3136,300870.1702,0,0,114966426,86679421.09,0,0,19350,77,56255,914.6847,IP_DAG,MGDG,[M+NH4]+,46,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2089, 2090, 2091, 2092",,NA,0,1,1
1283,2092,TAG 52:6 +4O,C55H94O10,932.7185256,932.7178844,0.687357112,1069.615615,932.7178051,932.7179638,1069.506125,1069.725104,2,0,551043.3015,546594.3136,300870.1702,0,0,114966426,86679421.09,0,0,19350,77,65428,914.6847,TAG,TAG,[M+NH4]+,52,6,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2089, 2090, 2091, 2092",,NA,NA,0,1
13011,2093,PC 46:6 +1O,C54H96N1O9P1,934.6895474,934.691816,-2.427136346,1072.67163,934.6917145,934.6928774,1071.759645,1074.059563,7,0,3105899.042,3935312.657,192743589.7,795518.9095,2630153.779,226102584.2,178122000.3,39546.58097,0,19446,77,39907,933.6822709,IP_DAG,PC,[M+H]+,46,6,1,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"2051, 2093",0,3,0,1
13410,2094,PE 45:0 +4O,C50H100N1O12P1,938.7055914,938.7037903,1.918728625,1072.215638,938.7035378,938.7040428,1071.759645,1072.67163,2,0,0,0,1529963.827,0,0,1676349.079,1688336.879,0,0,19646,77,25027,937.698315,IP_DAG,PE,[M+H]+,45,0,4,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"361, 2094","2094, 2095, 2096",,NA,0,0,1
13414,2095,PG 44:1 +2O,C50H97O12P1,938.7055914,938.7037903,1.918728625,1072.215638,938.7035378,938.7040428,1071.759645,1072.67163,2,0,0,0,1529963.827,0,0,1676349.079,1688336.879,0,0,19646,77,32301,920.6717658,IP_DAG,PG,[M+NH4]+,44,1,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"362, 2095","2094, 2095, 2096",,NA,0,0,NA
13423,2096,PC 42:0 +4O,C50H100N1O12P1,938.7055914,938.7037903,1.918728625,1072.215638,938.7035378,938.7040428,1071.759645,1072.67163,2,0,0,0,1529963.827,0,0,1676349.079,1688336.879,0,0,19646,77,38697,937.698315,IP_DAG,PC,[M+H]+,42,0,4,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"363, 2096","2094, 2095, 2096",,NA,0,0,NA
14011,2097,PE 47:2 +3O,C52H100N1O11P1,946.7106768,946.7106134,0.066956279,1072.598135,946.7105294,946.7106463,1071.892985,1073.107679,4,0,12052553.86,11554169.11,122804613.5,9520889.644,22555922.81,43017608.15,31450920.21,0,0,20027,77,25522,945.7034003,IP_DAG,PE,[M+H]+,47,2,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2052, 2097, 2098",,NA,0,0,1
14021,2098,PC 44:2 +3O,C52H100N1O11P1,946.7106768,946.7106134,0.066956279,1072.598135,946.7105294,946.7106463,1071.892985,1073.107679,4,0,12052553.86,11554169.11,122804613.5,9520889.644,22555922.81,43017608.15,31450920.21,0,0,20027,77,39267,945.7034003,IP_DAG,PC,[M+H]+,44,2,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2052, 2097, 2098",,NA,0,0,1
14419,2099,DGDG 33:2 +2O,C48H86O17,952.6203276,952.6207116,-0.403141048,1072.683171,952.6090493,952.6208964,1072.513099,1079.25175,3,0,0,0,4676376.611,440563.4111,452378.9481,0,0,0,0,20297,77,8787,934.586502,IP_DAG,DGDG,[M+NH4]+,33,2,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1497,2100,PG 45:7 +3O,C51H87O13P1,956.6222556,956.6241862,-2.018121862,1072.002935,956.6241565,956.6243454,1071.759645,1072.67163,3,0,144926.0897,148848.7892,4561666.329,0,0,6498638.753,5374884.85,0,0,20482,77,32877,938.5884301,IP_DAG,PG,[M+NH4]+,45,7,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,1
1504,2101,PE 48:4 +3O,C53H98N1O11P1,956.6950267,956.6930538,2.062195169,1068.872948,956.6877937,956.6983139,1067.27536,1070.470537,2,0,0,0,339126.4282,0,0,714643.4303,5205063.677,0,0,20493,77,25797,955.6877503,IP_DAG,PE,[M+H]+,48,4,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2101, 2102, 2103",,NA,0,0,1
15011,2102,PG 47:5 +1O,C53H95O11P1,956.6950267,956.6930538,2.062195169,1068.872948,956.6877937,956.6983139,1067.27536,1070.470537,2,0,0,0,339126.4282,0,0,714643.4303,5205063.677,0,0,20493,77,33345,938.6612011,IP_DAG,PG,[M+NH4]+,47,5,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2101, 2102, 2103",,NA,0,1,1
1502,2103,PC 45:4 +3O,C53H98N1O11P1,956.6950267,956.6930538,2.062195169,1068.872948,956.6877937,956.6983139,1067.27536,1070.470537,2,0,0,0,339126.4282,0,0,714643.4303,5205063.677,0,0,20493,77,39642,955.6877503,IP_DAG,PC,[M+H]+,45,4,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2101, 2102, 2103",,NA,0,0,1
1557,2104,DGCC 46:4 +3O,C56H101N1O11,964.7447403,964.7429041,1.903381791,1073.270945,964.7428313,964.7440205,1070.470537,1074.254626,4,0,0,0,429236.4053,0,1190303.614,16264072.27,13908664.19,0,0,20849,77,5541,963.7374639,IP_DAG,DGCC,[M+H]+,46,4,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2104, 2105, 2106",,NA,0,0,1
1551,2105,DGTS_DGTA 46:4 +4O,C56H101N1O11,964.7447403,964.7429041,1.903381791,1073.270945,964.7428313,964.7440205,1070.470537,1074.254626,4,0,0,0,429236.4053,0,1190303.614,16264072.27,13908664.19,0,0,20849,77,18746,963.7374639,IP_DAG,DGTS_DGTA,[M+H]+,46,4,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2104, 2105, 2106",,NA,0,0,1
1552,2106,MGDG 47:5 +1O,C56H98O11,964.7447403,964.7429041,1.903381791,1073.270945,964.7428313,964.7440205,1070.470537,1074.254626,4,0,0,0,429236.4053,0,1190303.614,16264072.27,13908664.19,0,0,20849,77,56460,946.7109147,IP_DAG,MGDG,[M+NH4]+,47,5,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2104, 2105, 2106",,NA,0,0,1
1581,2107,PE 49:3 +3O,C54H102N1O11P1,972.7263269,972.7262471,0.081967447,1074.911808,972.7260221,972.7264821,1074.059563,1078.735004,7,0,12509556.07,11830923.49,74071934.71,2952967.682,8053944.754,83193067.47,59124942.13,0,0,21241,77,25997,971.7190504,IP_DAG,PE,[M+H]+,49,3,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2055, 2107, 2108",,NA,0,0,1
1582,2108,PC 46:3 +3O,C54H102N1O11P1,972.7263269,972.7262471,0.081967447,1074.911808,972.7260221,972.7264821,1074.059563,1078.735004,7,0,12509556.07,11830923.49,74071934.71,2952967.682,8053944.754,83193067.47,59124942.13,0,0,21241,77,39842,971.7190504,IP_DAG,PC,[M+H]+,46,3,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2055, 2107, 2108",,NA,0,0,1
1656,2109,DGCC 46:3 +4O,C56H103N1O12,982.755305,982.7536643,1.669548037,1069.620055,982.7535491,982.7537794,1067.480465,1071.759645,2,0,0,0,708850.1815,0,0,1928194.617,1304128.35,0,0,21636,77,5521,981.7480286,IP_DAG,DGCC,[M+H]+,46,3,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2109, 2110",,NA,0,0,1
16512,2110,MGDG 47:4 +2O,C56H100O12,982.755305,982.7536643,1.669548037,1069.620055,982.7535491,982.7537794,1067.480465,1071.759645,2,0,0,0,708850.1815,0,0,1928194.617,1304128.35,0,0,21636,77,56440,964.7214794,IP_DAG,MGDG,[M+NH4]+,47,4,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2109, 2110",,NA,0,0,1
1763,2111,MGDG 49:4 +3O,C58H104O13,1026.78152,1026.779097,2.359555844,1074.452153,1026.778576,1026.779618,1074.028792,1074.875513,2,0,0,0,2130880.26,0,93071.28635,1308367.51,841802.9641,0,0,23234,77,56895,1008.747694,IP_DAG,MGDG,[M+NH4]+,49,4,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,1
1842,2112,DGDG 39:7 +4O,C54H88O19,1058.625807,1058.62589,-0.078115768,1073.583621,1058.624823,1058.626957,1073.107679,1074.059563,2,0,256014.6124,332589.8567,274003.5193,116515.8246,59116.71837,79706.76462,381816.0403,0,0,24222,77,10397,1040.591981,IP_DAG,DGDG,[M+NH4]+,39,7,4,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1175, 2112",,,NA,0,0,NA
1931,2113,SQDG 49:1 +4O,C58H110O16S1,1112.785285,1112.785894,-0.547205445,1073.350211,1112.785245,1112.786542,1072.67163,1074.028792,2,0,0,0,944066.0711,0,0,197088.8461,320352.8704,0,0,25627,77,50133,1094.751459,IP_DAG,SQDG,[M+NH4]+,49,1,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,1,1
1971,2114,SQDG 51:2 +4O,C60H112O16S1,1138.800935,1138.801526,-0.519461368,1074.875513,1138.801488,1138.801902,1074.254626,1076.266381,3,0,0,0,3766594.438,0,0,1623701.548,977829.8713,0,0,26195,77,50463,1120.767109,IP_DAG,SQDG,[M+NH4]+,51,2,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,1
205,2115,DGCC 44:2 +4O,C54H101N1O12,956.739655,956.7375502,2.199945394,1072.002935,956.7358993,956.7379432,1071.759645,1072.67163,3,0,0,35361.91755,2136710.15,0,38909.22213,7978148.697,5416290.796,0,0,20496,77,4946,955.7323785,IP_DAG,DGCC,[M+H]+,44,2,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2115, 2116",,NA,0,0,NA
2051,2116,MGDG 45:3 +2O,C54H98O12,956.739655,956.7375502,2.199945394,1072.002935,956.7358993,956.7379432,1071.759645,1072.67163,3,0,0,35361.91755,2136710.15,0,38909.22213,7978148.697,5416290.796,0,0,20496,77,55965,938.7058294,IP_DAG,MGDG,[M+NH4]+,45,3,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2115, 2116",,NA,0,0,1
2061,2117,DGTS_DGTA 36:2,C46H85N1O7,764.6398812,764.6397068,0.228084453,1074.028792,764.6396388,764.6399178,1069.639916,1076.493451,3,0,284574.6069,136231.2867,1701531.047,809356.0106,0,13261489.46,8161593.326,42623.89954,0,10857,77,16076,763.6326048,IP_DAG,DGTS_DGTA,[M+H]+,36,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1618, 2117","2056, 2117",,NA,0,0,NA
1270,2118,DNPPE,C43H76N3O12P1,875.5504876,875.5504384,0.056166827,934.2982095,875.5502962,875.5506087,932.3385618,935.157704,7,2,455065318.3,457961595.5,266372265.1,553996193.4,428301753.3,385454434,398863332.9,393216135.3,406494312.3,16330,78,19803,857.516662,DNPPE,DNPPE,[M+NH4]+,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,1,NA
535,2119,PE 30:0,C35H70N1O8P1,664.4911817,664.4911835,-0.002694712,934.2840983,664.4910818,664.4915873,932.3385618,935.0405692,1,2,20356.27119,82643.65576,435787.0405,0,23350.02643,6474764.445,4920294.372,911799.3832,1221198.076,7290,78,21307,663.4839053,IP_DAG,PE,[M+H]+,30,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2119, 2120, 3681","2119, 2121",,NA,0,1,NA
11221,2120,PE 30:0,C35H70N1O8P1,664.4911817,664.4914001,-0.328592712,923.0446946,664.4913992,664.4914009,922.855266,923.2341232,2,0,41569.89688,82418.4583,369911.3734,0,23260.49653,14696141.18,10960646.1,804303.9346,1274773.725,7291,78,21307,663.4839053,IP_DAG,PE,[M+H]+,30,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2119, 2120, 3681","2120, 2122",,NA,0,1,NA
5118,2121,PC 27:0,C35H70N1O8P1,664.4911817,664.4911835,-0.002694712,934.2840983,664.4910818,664.4915873,932.3385618,935.0405692,1,2,20356.27119,82643.65576,435787.0405,0,23350.02643,6474764.445,4920294.372,911799.3832,1221198.076,7290,78,35252,663.4839053,IP_DAG,PC,[M+H]+,27,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2121, 2122, 3682","2119, 2121",,NA,0,0,1
112110,2122,PC 27:0,C35H70N1O8P1,664.4911817,664.4914001,-0.328592712,923.0446946,664.4913992,664.4914009,922.855266,923.2341232,2,0,41569.89688,82418.4583,369911.3734,0,23260.49653,14696141.18,10960646.1,804303.9346,1274773.725,7291,78,35252,663.4839053,IP_DAG,PC,[M+H]+,27,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2121, 2122, 3682","2120, 2122",,NA,0,0,1
639,2123,TAG 37:4 +1O,C40H68O7,678.5303307,678.530283,0.070265112,935.0405692,678.5300238,678.5303839,934.2982095,936.8985737,3,0,0,0,771689.7222,0,0,1752938.198,1644011.937,0,0,7728,78,59212,660.4965051,TAG,TAG,[M+NH4]+,37,4,1,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"2123, 2148",,NA,NA,0,1
13415,2124,MGDG 30:0,C39H74O10,720.5620248,720.5624897,-0.645286916,957.0790425,720.5621487,720.562857,955.877868,957.8205998,7,0,928662.8878,1026001.215,4779989.547,3467490.477,7899988.596,13135713.8,10505711.59,0,0,9187,78,52180,702.5281992,IP_DAG,MGDG,[M+NH4]+,30,0,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"2124, 2125",,NA,0,1,NA
13416,2125,TAG 36:0 +4O,C39H74O10,720.5620248,720.5624897,-0.645286916,957.0790425,720.5621487,720.562857,955.877868,957.8205998,7,0,928662.8878,1026001.215,4779989.547,3467490.477,7899988.596,13135713.8,10505711.59,0,0,9187,78,58778,702.5281992,TAG,TAG,[M+NH4]+,36,0,4,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"2124, 2125",,NA,NA,0,1
1435,2126,PE 35:1,C40H78N1O8P1,732.5537821,732.5537456,0.049777179,941.1741734,732.553319,732.5617813,933.0717406,946.765048,7,0,165735750.4,151671052,11169259.29,3219100.914,12841808.03,32658782.33,22620889.61,0,0,9608,78,22432,731.5465056,IP_DAG,PE,[M+H]+,35,1,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"2126, 2127",,0,6,0,1
14311,2127,PC 32:1,C40H78N1O8P1,732.5537821,732.5537456,0.049777179,941.1741734,732.553319,732.5617813,933.0717406,946.765048,7,0,165735750.4,151671052,11169259.29,3219100.914,12841808.03,32658782.33,22620889.61,0,0,9608,78,36252,731.5465056,IP_DAG,PC,[M+H]+,32,1,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"2126, 2127",,6,6,1,0
14119,2128,TAG 41:7 +1O,C44H70O7,728.5459807,728.545933,0.065514948,927.8056152,728.545394,728.5461042,927.4364767,930.475867,3,0,0,0,1712966.781,542176.7921,1205359.273,2458194,1657934.688,0,0,9466,78,60682,710.5121551,TAG,TAG,[M+NH4]+,41,7,1,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"2128, 2156",,NA,NA,0,1
926,2129,DGCC 33:2 +2O,C43H79N1O10,770.5776748,770.5772994,0.487216126,932.7444485,770.5689505,770.5779857,929.7174523,935.35827,5,0,27607325.33,27087633.72,2565539.299,3318383.988,4608650.69,4663008.235,3722637.408,0,0,11102,78,2186,769.5703984,IP_DAG,DGCC,[M+H]+,33,2,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2129, 2130","2129, 2131, 2133, 2135",,NA,0,0,1
