"PAL1314_LMG1401_particulate_pos_withoddFA.csv, lipids identified in particulate (0.2 um) samples from Arthur Harbor and along PAL-LTER cruise grid, 2014-2014 (PAL1314 and LMG1401)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Identifications were made by J. Collins, james.r.collins@aya.yale.edu, using v1.1.1 of the LOBSTAHS lipidomics software package for R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in columns 13-17 of this speadsheet are raw chromatographic peak areas; the .xlsx file PAL1314_LMG1401_particulate_IP-DAG_pmol_mL.xlsx contains mass data for unoxidized IP-DAG obtained using authentic standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,samples,LMG1401_004_QE003116,LMG1401_008_QE003117,LMG1401_009_QE003118,LMG1401_010_QE003119,PAL1314_Stn_E_3m_2Jan14_0.2um_QE003120,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto
12613,2451,TAG 44:6 +1O,C47H78O7,772.6085811,772.609192,-0.790699732,908.0421798,772.609157,772.6094583,907.0237015,908.7078131,5,1572314.475,4593390.394,5761839.741,7810708.181,8752312.742,13216,85,61767,754.5747555,TAG,TAG,[M+NH4]+,44,6,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1342, 2451, 3607","2450, 2451",,NA,NA,0,1
1289,2452,DGCC 33:1 +3O,C43H81N1O11,788.5882395,788.5886893,-0.570310216,908.3486285,788.5885572,788.5887028,907.5301787,908.7078131,3,2742445.235,1132685.346,1911775.735,882449.1194,2509860.232,13842,85,2166,787.5809631,IP_DAG,DGCC,[M+H]+,33,1,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2452, 2453, 2454",,NA,0,0,NA
1281,2453,DGTS_DGTA 33:1 +4O,C43H81N1O11,788.5882395,788.5886893,-0.570310216,908.3486285,788.5885572,788.5887028,907.5301787,908.7078131,3,2742445.235,1132685.346,1911775.735,882449.1194,2509860.232,13842,85,15371,787.5809631,IP_DAG,DGTS_DGTA,[M+H]+,33,1,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2452, 2453, 2454",,NA,0,0,NA
1282,2454,MGDG 34:2 +1O,C43H78O11,788.5882395,788.5886893,-0.570310216,908.3486285,788.5885572,788.5887028,907.5301787,908.7078131,3,2742445.235,1132685.346,1911775.735,882449.1194,2509860.232,13842,85,53085,770.5544139,IP_DAG,MGDG,[M+NH4]+,34,2,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2452, 2453, 2454",,NA,0,0,NA
13210,2455,DGCC 38:6,C48H81N1O8,800.6034957,800.6036111,-0.144187071,907.0237015,800.6033882,800.6039228,905.7957495,908.7078131,5,45602336.93,10001531.5,19042454.54,17489072.14,6188565.527,14314,85,3476,799.5962192,IP_DAG,DGCC,[M+H]+,38,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2455, 2456, 2457",,NA,0,1,1
13213,2456,DGTS_DGTA 38:6 +1O,C48H81N1O8,800.6034957,800.6036111,-0.144187071,907.0237015,800.6033882,800.6039228,905.7957495,908.7078131,5,45602336.93,10001531.5,19042454.54,17489072.14,6188565.527,14314,85,16681,799.5962192,IP_DAG,DGTS_DGTA,[M+H]+,38,6,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2455, 2456, 2457",,NA,0,1,1
13221,2457,TAG 45:7 +2O,C48H78O8,800.6034957,800.6036111,-0.144187071,907.0237015,800.6033882,800.6039228,905.7957495,908.7078131,5,45602336.93,10001531.5,19042454.54,17489072.14,6188565.527,14314,85,62229,782.5696701,TAG,TAG,[M+NH4]+,45,7,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2455, 2456, 2457",,NA,NA,0,1
14218,2458,DGCC 34:4 +4O,C44H77N1O12,812.551854,812.5534487,-1.962568414,904.3968675,812.5430918,812.5638056,901.2635562,907.5301787,2,0,0,906798.9962,0,233236.7571,14806,85,2471,811.5445775,IP_DAG,DGCC,[M+H]+,34,4,4,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"2458, 2460","2458, 2459, 2460",NA,0,0,NA
14219,2459,SQDG 32:0,C41H78O12S1,812.5552248,812.5534487,2.185896223,904.3968675,812.5430918,812.5638056,901.2635562,907.5301787,2,0,0,906798.9962,0,233236.7571,14806,85,45039,794.5213993,IP_DAG,SQDG,[M+NH4]+,32,0,0,1,0,0,0,1,0,1,0,0,0,0,C1; C3c; C3r,"2459, 3608",,"2458, 2459, 2460",NA,0,0,NA
14222,2460,MGDG 35:5 +2O,C44H74O12,812.551854,812.5534487,-1.962568414,904.3968675,812.5430918,812.5638056,901.2635562,907.5301787,2,0,0,906798.9962,0,233236.7571,14806,85,53415,794.5180284,IP_DAG,MGDG,[M+NH4]+,35,5,2,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"2458, 2460","2458, 2459, 2460",NA,0,0,NA
1488,2461,DGCC 24:3 +1O,C34H59N1O9,626.4262594,626.4269611,-1.12019019,912.8868085,626.4268033,626.4272548,910.9824287,914.4405019,5,4984315.46,2240785.703,2674476.016,2311531.262,1769664.642,7872,85,581,625.418983,IP_DAG,DGCC,[M+H]+,24,3,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2461, 2462, 2463",,NA,0,0,NA
14811,2462,DGTS_DGTA 24:3 +2O,C34H59N1O9,626.4262594,626.4269611,-1.12019019,912.8868085,626.4268033,626.4272548,910.9824287,914.4405019,5,4984315.46,2240785.703,2674476.016,2311531.262,1769664.642,7872,85,13786,625.418983,IP_DAG,DGTS_DGTA,[M+H]+,24,3,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2461, 2462, 2463",,NA,0,0,NA
1482,2463,TAG 31:4 +3O,C34H56O9,626.4262594,626.4269611,-1.12019019,912.8868085,626.4268033,626.4272548,910.9824287,914.4405019,5,4984315.46,2240785.703,2674476.016,2311531.262,1769664.642,7872,85,57686,608.3924338,TAG,TAG,[M+NH4]+,31,4,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2461, 2462, 2463",,NA,NA,0,1
1637,2464,PE 48:6 +3O,C53H94N1O11P1,952.6637266,952.6658684,-2.248215813,912.8868085,952.6653345,952.6661617,909.8266385,913.7854744,5,1549667.314,1811877.176,3052385.775,2598840.113,290100.0705,20210,85,25847,951.6564501,IP_DAG,PE,[M+H]+,48,6,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2464, 2465, 2466",,NA,0,0,NA
16313,2465,PG 47:7 +1O,C53H91O11P1,952.6637266,952.6658684,-2.248215813,912.8868085,952.6653345,952.6661617,909.8266385,913.7854744,5,1549667.314,1811877.176,3052385.775,2598840.113,290100.0705,20210,85,33405,934.629901,IP_DAG,PG,[M+NH4]+,47,7,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2464, 2465, 2466",,NA,0,0,NA
16322,2466,PC 45:6 +3O,C53H94N1O11P1,952.6637266,952.6658684,-2.248215813,912.8868085,952.6653345,952.6661617,909.8266385,913.7854744,5,1549667.314,1811877.176,3052385.775,2598840.113,290100.0705,20210,85,39692,951.6564501,IP_DAG,PC,[M+H]+,45,6,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2464, 2465, 2466",,NA,0,0,NA
1909,2467,TAG 34:0 +1O,C37H70O7,644.5459807,644.5463592,-0.587215232,905.8240179,644.5462886,644.5464299,905.2586793,906.3893564,2,1628891.606,115081.3712,366435.22,276724.5295,522919.1189,8553,85,58267,626.5121551,TAG,TAG,[M+NH4]+,34,0,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
1290,2468,MGDG 32:8,C41H62O10,732.4681243,732.4687587,-0.866104528,616.1800141,732.4686845,732.4687621,615.3389263,616.7681406,3,114054703.6,15334408.29,26169821.45,45848361.37,196682835.2,11663,86,52780,714.4342987,IP_DAG,MGDG,[M+NH4]+,32,8,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"599, 814, 1796, 1875, 2468","2468, 2474, 2475",,0,2,1,NA
399,2469,19prime_hex_fuco,C48H68O8,773.4986961,773.4987918,-0.123616219,616.1800141,773.4965339,773.4991207,614.7668934,616.7681406,5,15513409.93,18552879.72,16811750.8,17731493.35,14734224.33,13239,86,78246,772.4914197,pigment,19prime_hex_fuco,[M+H]+,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"2469, 2780",,,NA,NA,1,1
576,2470,SQDG 35:1 +2O,C44H82O14S1,884.5763542,884.5768054,-0.510067788,614.7668934,884.5766572,884.5769399,613.8781646,616.6621683,5,6093264.177,3528177.206,5483797.352,5950895.787,1904960.151,17563,86,45921,866.5425287,IP_DAG,SQDG,[M+NH4]+,35,1,2,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,0,1,NA
2712,2471,PE 30:5 +2O,C35H60N1O10P1,686.4027606,686.404037,-1.859530672,616.1800141,686.403789,686.4051977,614.7668934,616.7681406,5,563985.6884,646910.9849,1459145.313,1902834.983,423311.9109,10017,86,21442,685.3954841,IP_DAG,PE,[M+H]+,30,5,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2471, 2472, 2473",,NA,0,0,NA
271,2472,PG 29:6,C35H57O10P1,686.4027606,686.404037,-1.859530672,616.1800141,686.403789,686.4051977,614.7668934,616.7681406,5,563985.6884,646910.9849,1459145.313,1902834.983,423311.9109,10017,86,28149,668.368935,IP_DAG,PG,[M+NH4]+,29,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2471, 2472, 2473",,NA,0,0,NA
2721,2473,PC 27:5 +2O,C35H60N1O10P1,686.4027606,686.404037,-1.859530672,616.1800141,686.403789,686.4051977,614.7668934,616.7681406,5,563985.6884,646910.9849,1459145.313,1902834.983,423311.9109,10017,86,35387,685.3954841,IP_DAG,PC,[M+H]+,27,5,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2471, 2472, 2473",,NA,0,0,NA
2820,2474,DGCC 31:7 +2O,C41H65N1O10,732.4681243,732.4687587,-0.866104528,616.1800141,732.4686845,732.4687621,615.3389263,616.7681406,3,114054703.6,15334408.29,26169821.45,45848361.37,196682835.2,11663,86,1886,731.4608478,IP_DAG,DGCC,[M+H]+,31,7,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"627, 817, 1794, 1872, 2474","2468, 2474, 2475",,0,2,0,1
28110,2475,DGTS_DGTA 31:7 +3O,C41H65N1O10,732.4681243,732.4687587,-0.866104528,616.1800141,732.4686845,732.4687621,615.3389263,616.7681406,3,114054703.6,15334408.29,26169821.45,45848361.37,196682835.2,11663,86,15091,731.4608478,IP_DAG,DGTS_DGTA,[M+H]+,31,7,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"628, 818, 1795, 1873, 2475","2468, 2474, 2475",,0,2,0,1
906,2476,DGTS_DGTA 23:0,C33H63N1O7,586.4677303,586.4683392,-1.03813151,619.028391,586.4682768,586.4683597,618.5041442,619.9608715,5,9873173.495,9063365.327,10155651.76,11850064.54,36068827.02,6418,86,13576,585.4604539,IP_DAG,DGTS_DGTA,[M+H]+,23,0,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
974,2477,DGTS_DGTA 25:3,C35H61N1O7,608.4520803,608.4529263,-1.390518864,619.0171996,608.4528052,608.4559408,613.0744418,619.3474063,5,1386941.064,19220305.32,20998084.46,35490214.97,1452172.059,7249,86,13901,607.4448038,IP_DAG,DGTS_DGTA,[M+H]+,25,3,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
11018,2478,DGCC 26:3 +4O,C36H63N1O12,702.4423034,702.4429216,-0.880068611,618.052294,702.4429049,702.4429384,617.0873884,619.0171996,2,4651247.691,299445.0152,21623320.49,2387091.47,915948.4772,10589,86,846,701.435027,IP_DAG,DGCC,[M+H]+,26,3,4,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2478, 2903","2478, 2479",,NA,0,0,NA
11019,2479,MGDG 27:4 +2O,C36H60O12,702.4423034,702.4429216,-0.880068611,618.052294,702.4429049,702.4429384,617.0873884,619.0171996,2,4651247.691,299445.0152,21623320.49,2387091.47,915948.4772,10589,86,51715,684.4084778,IP_DAG,MGDG,[M+NH4]+,27,4,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2479, 2901","2478, 2479",,NA,0,0,NA
11120,2480,DGCC 27:2 +4O,C37H67N1O12,718.4736036,718.4738258,-0.309293885,614.7962953,718.4737857,718.4738659,611.9748095,617.6177811,2,758443.7401,1130611.128,684775.141,827975.3804,1108572.685,11168,86,996,717.4663271,IP_DAG,DGCC,[M+H]+,27,2,4,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2480, 4312","2480, 2481",,NA,0,0,NA
111110,2481,MGDG 28:3 +2O,C37H64O12,718.4736036,718.4738258,-0.309293885,614.7962953,718.4737857,718.4738659,611.9748095,617.6177811,2,758443.7401,1130611.128,684775.141,827975.3804,1108572.685,11168,86,51865,700.439778,IP_DAG,MGDG,[M+NH4]+,28,3,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2481, 4313","2480, 2481",,NA,0,0,NA
11424,2482,PE 37:5 +4O,C42H74N1O12P1,816.5021404,816.5022911,-0.184608143,619.2325078,816.5019407,816.5026415,618.5041442,619.9608715,2,4228952.258,357833.0391,856610.2483,1287411.538,2037382.977,14940,86,23052,815.4948639,IP_DAG,PE,[M+H]+,37,5,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2482, 2483, 2484",,NA,0,0,1
114111,2483,PG 36:6 +2O,C42H71O12P1,816.5021404,816.5022911,-0.184608143,619.2325078,816.5019407,816.5026415,618.5041442,619.9608715,2,4228952.258,357833.0391,856610.2483,1287411.538,2037382.977,14940,86,29991,798.4683148,IP_DAG,PG,[M+NH4]+,36,6,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2482, 2483, 2484",,NA,0,1,NA
11425,2484,PC 34:5 +4O,C42H74N1O12P1,816.5021404,816.5022911,-0.184608143,619.2325078,816.5019407,816.5026415,618.5041442,619.9608715,2,4228952.258,357833.0391,856610.2483,1287411.538,2037382.977,14940,86,36822,815.4948639,IP_DAG,PC,[M+H]+,34,5,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2482, 2483, 2484",,NA,0,0,1
11515,2485,DGCC 39:8 +1O,C49H79N1O9,826.5827602,826.5835471,-0.9519437,612.4751707,826.5832505,826.5843072,611.5724029,619.0171996,3,0,20422.44591,479571.4075,150419.7532,2283728.217,15348,86,3806,825.5754838,IP_DAG,DGCC,[M+H]+,39,8,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2485, 2486",,NA,0,0,NA
11516,2486,DGTS_DGTA 39:8 +2O,C49H79N1O9,826.5827602,826.5835471,-0.9519437,612.4751707,826.5832505,826.5843072,611.5724029,619.0171996,3,0,20422.44591,479571.4075,150419.7532,2283728.217,15348,86,17011,825.5754838,IP_DAG,DGTS_DGTA,[M+H]+,39,8,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2485, 2486",,NA,0,0,NA
11714,2487,PC 40:10 +1O,C48H76N1O9P1,842.5330466,842.5338458,-0.948533587,616.7151545,842.5337712,842.5340429,614.7668934,624.5950506,4,4735710.165,3185764.264,6013913.339,7643614.401,1800921.084,15956,86,38407,841.5257701,IP_DAG,PC,[M+H]+,40,10,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,1,NA
11911,2488,PC 40:11 +2O,C48H74N1O10P1,856.5123111,856.5127705,-0.536290731,615.3389263,856.5127582,856.5131081,613.8781646,619.028391,3,1927608.902,1526523.169,1909699.793,1956392.401,3218910.388,16490,86,38437,855.5050347,IP_DAG,PC,[M+H]+,40,11,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
1336,2489,DGDG 31:0 +4O,C46H86O19,960.6101568,960.608704,1.512428321,615.3389263,960.6083296,960.6092076,614.4783379,616.6621683,5,1460936.483,411481.8745,1086106.466,752159.131,230554.0827,20478,86,8322,942.5763312,IP_DAG,DGDG,[M+NH4]+,31,0,4,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"2489, 2490",NA,0,0,NA
13312,2490,SQDG 41:5 +2O,C50H86O14S1,960.6076544,960.608704,-1.092595909,615.3389263,960.6083296,960.6092076,614.4783379,616.6621683,5,1460936.483,411481.8745,1086106.466,752159.131,230554.0827,20478,86,47871,942.5738288,IP_DAG,SQDG,[M+NH4]+,41,5,2,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"2489, 2490",NA,0,1,NA
1295,2491,DGTS_DGTA 38:10,C48H73N1O7,776.5459807,776.5464626,-0.62051749,737.3709126,776.5464481,776.5465194,736.4287518,738.6896051,5,9202101.066,15270509.99,38627575.12,36326145.52,95483939.68,13344,87,16776,775.5387043,IP_DAG,DGTS_DGTA,[M+H]+,38,10,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,0,1,1,NA
2911,2492,PC 38:9,C46H74N1O8P1,800.5224819,800.5230163,-0.66758432,740.9696015,800.5228514,800.5230338,739.6355155,741.9375754,5,49839036.95,15415921.72,47884058.81,29427351.52,76404044.32,14303,87,37877,799.5152054,IP_DAG,PC,[M+H]+,38,9,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"937, 2492, 2941",,,14,14,1,0
4219,2493,DGDG 32:5,C47H78O15,900.567898,900.5682246,-0.362594867,738.7237683,900.5681075,900.5685203,737.670933,739.6068102,4,1236953.369,2884357.214,5316116.037,5661406.493,5773103.818,18198,87,8627,882.5340724,IP_DAG,DGDG,[M+NH4]+,32,5,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"2493, 3048",,,NA,0,0,NA
1874,2494,PG 32:2,C38H71O10P1,736.5123111,736.5132759,-1.309898591,735.3863491,736.5130713,736.5140319,734.1271969,741.989306,5,13710084.36,8141984.337,19796048.91,16657278.09,7102833.762,11836,87,28749,718.4784856,IP_DAG,PG,[M+NH4]+,32,2,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"2494, 3370, 4309","2494, 2531, 2532",,5,6,1,0
1819,2495,PG 30:0 +1O,C36H71O11P1,728.5072258,728.5078188,-0.814016044,740.9696015,728.5077388,728.5082023,739.9999685,741.989306,3,6262425.963,914839.0528,3258114.322,2397445.592,875900.6294,11517,87,28215,710.4734002,IP_DAG,PG,[M+NH4]+,30,0,1,0,0,1,0,1,0,1,0,0,0,0,C2a; C3c; C3r,"1734, 2495",,"2495, 2526, 2527",NA,0,1,NA
15115,2496,DGTS_DGTA 30:4,C40H69N1O7,676.5146806,676.5150803,-0.590837054,737.3171799,676.5150473,676.5150803,735.3863491,738.6896051,3,675590.9873,3376208.147,11014567.21,13890593.06,8012238.275,9697,87,14801,675.5074041,IP_DAG,DGTS_DGTA,[M+H]+,30,4,0,0,0,0,1,0,0,1,0,0,0,0,C2b; C3r,"2496, 3429",,,NA,0,0,NA
2064,2497,SQDG 30:1,C39H72O12S1,782.5082746,782.5089614,-0.877649933,731.8675615,782.5088703,782.5090692,730.8501881,732.7642185,5,56904603.24,21733234.52,47194682.95,52187004.59,9699578.382,13592,87,44589,764.474449,IP_DAG,SQDG,[M+NH4]+,30,1,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"2497, 4244",,,10,10,1,0
2153,2498,MGDG 38:10,C47H70O10,812.5307246,812.5308495,-0.153676878,735.7196679,812.5306617,812.5310372,734.0684232,737.3709126,2,4887305.826,1244747.946,3221119.02,2131424.502,10064538.84,14802,87,54255,794.496899,IP_DAG,MGDG,[M+NH4]+,38,10,0,0,0,0,1,0,0,1,0,0,0,0,C2b; C3r,"1374, 2498",,,NA,0,1,NA
2194,2499,DGCC 40:11,C50H75N1O8,818.5565454,818.5572464,-0.856291477,741.0915791,818.5571294,818.5574307,739.9999685,741.989306,5,12478560.29,4179012.675,8990860.133,8645987.933,10206114.52,15040,87,4101,817.549269,IP_DAG,DGCC,[M+H]+,40,11,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"2499, 2500",,NA,0,1,1
2191,2500,DGTS_DGTA 40:11 +1O,C50H75N1O8,818.5565454,818.5572464,-0.856291477,741.0915791,818.5571294,818.5574307,739.9999685,741.989306,5,12478560.29,4179012.675,8990860.133,8645987.933,10206114.52,15040,87,17306,817.549269,IP_DAG,DGTS_DGTA,[M+H]+,40,11,1,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"2499, 2500",,NA,0,1,1
2018,2501,PE 33:2 +2O,C38H72N1O10P1,734.4966611,734.4974509,-1.075368813,734.6192371,734.4972291,734.4976727,731.8675615,737.3709126,2,3311092.249,955300.727,327074.5873,1447619.993,670204.437,11757,87,21992,733.4893846,IP_DAG,PE,[M+H]+,33,2,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1746, 2501, 2979","2501, 2502, 2503",,NA,0,0,1
2019,2502,PG 32:3,C38H69O10P1,734.4966611,734.4974509,-1.075368813,734.6192371,734.4972291,734.4976727,731.8675615,737.3709126,2,3311092.249,955300.727,327074.5873,1447619.993,670204.437,11757,87,28779,716.4628355,IP_DAG,PG,[M+NH4]+,32,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1747, 2502, 2980","2501, 2502, 2503",,NA,0,1,NA
2028,2503,PC 30:2 +2O,C38H72N1O10P1,734.4966611,734.4974509,-1.075368813,734.6192371,734.4972291,734.4976727,731.8675615,737.3709126,2,3311092.249,955300.727,327074.5873,1447619.993,670204.437,11757,87,35887,733.4893846,IP_DAG,PC,[M+H]+,30,2,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1748, 2503, 2981","2501, 2502, 2503",,NA,0,0,1
2318,2504,DGCC 33:5 +2O,C43H73N1O10,764.5307246,764.5324339,-2.235705918,739.1967235,764.5320217,764.5469819,732.7353029,740.9696015,4,3272375.995,154492.4051,3383874.798,1795197.521,6809458.001,12932,87,2261,763.5234481,IP_DAG,DGCC,[M+H]+,33,5,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1383, 2274, 2504","2504, 2505, 2506",,NA,0,0,1
2319,2505,DGTS_DGTA 33:5 +3O,C43H73N1O10,764.5307246,764.5324339,-2.235705918,739.1967235,764.5320217,764.5469819,732.7353029,740.9696015,4,3272375.995,154492.4051,3383874.798,1795197.521,6809458.001,12932,87,15466,763.5234481,IP_DAG,DGTS_DGTA,[M+H]+,33,5,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1384, 2275, 2505","2504, 2505, 2506",,NA,0,0,1
2322,2506,MGDG 34:6,C43H70O10,764.5307246,764.5324339,-2.235705918,739.1967235,764.5320217,764.5469819,732.7353029,740.9696015,4,3272375.995,154492.4051,3383874.798,1795197.521,6809458.001,12932,87,53180,746.496899,IP_DAG,MGDG,[M+NH4]+,34,6,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1366, 2262, 2506","2504, 2505, 2506",,NA,0,1,NA
2713,2507,PE 38:5 +2O,C43H76N1O10P1,798.5279612,798.5283028,-0.427798521,736.4287518,798.5278197,798.5284594,735.0705282,737.670933,5,884720.754,1220858.765,3053699.738,2421163.484,7604220.535,14230,87,23267,797.5206848,IP_DAG,PE,[M+H]+,38,5,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2507, 2508, 2509",,NA,0,0,NA
2714,2508,PG 37:6,C43H73O10P1,798.5279612,798.5283028,-0.427798521,736.4287518,798.5278197,798.5284594,735.0705282,737.670933,5,884720.754,1220858.765,3053699.738,2421163.484,7604220.535,14230,87,30309,780.4941356,IP_DAG,PG,[M+NH4]+,37,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2507, 2508, 2509",,NA,0,0,NA
2722,2509,PC 35:5 +2O,C43H76N1O10P1,798.5279612,798.5283028,-0.427798521,736.4287518,798.5278197,798.5284594,735.0705282,737.670933,5,884720.754,1220858.765,3053699.738,2421163.484,7604220.535,14230,87,37062,797.5206848,IP_DAG,PC,[M+H]+,35,5,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2507, 2508, 2509",,NA,0,0,NA
3420,2510,SQDG 32:3 +1O,C41H72O13S1,822.5031892,822.505076,-2.293904873,741.0915791,822.5046742,822.5051554,739.6355155,742.2823832,5,6375706.45,2087741.235,5659200.137,3738708.55,8859661.588,15182,87,45135,804.4693636,IP_DAG,SQDG,[M+NH4]+,32,3,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,0,6,0,NA
369,2511,PE 39:5 +3O,C44H78N1O11P1,828.5385259,828.5388945,-0.444809879,738.7579315,828.5388729,828.5391002,737.670933,739.6355155,3,3140206.661,778721.6255,2090424.517,1565545.907,1621403.243,15420,87,23547,827.5312495,IP_DAG,PE,[M+H]+,39,5,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2511, 2512, 2513",,NA,0,0,1
3613,2512,PG 38:6 +1O,C44H75O11P1,828.5385259,828.5388945,-0.444809879,738.7579315,828.5388729,828.5391002,737.670933,739.6355155,3,3140206.661,778721.6255,2090424.517,1565545.907,1621403.243,15420,87,30585,810.5047003,IP_DAG,PG,[M+NH4]+,38,6,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2511, 2512, 2513",,NA,0,1,NA
362,2513,PC 36:5 +3O,C44H78N1O11P1,828.5385259,828.5388945,-0.444809879,738.7579315,828.5388729,828.5391002,737.670933,739.6355155,3,3140206.661,778721.6255,2090424.517,1565545.907,1621403.243,15420,87,37292,827.5312495,IP_DAG,PC,[M+H]+,36,5,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2511, 2512, 2513",,NA,0,0,1
3716,2514,PE 43:6,C48H84N1O8P1,834.6007323,834.5993966,1.600414044,739.9999685,834.5992577,834.5994974,739.6068102,741.0915791,5,213379.718,1113698.793,2930024.334,1402689.477,4274292.325,15667,87,24607,833.5934558,IP_DAG,PE,[M+H]+,43,6,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1694, 2514","2514, 2515",,NA,0,0,NA
3717,2515,PC 40:6,C48H84N1O8P1,834.6007323,834.5993966,1.600414044,739.9999685,834.5992577,834.5994974,739.6068102,741.0915791,5,213379.718,1113698.793,2930024.334,1402689.477,4274292.325,15667,87,38302,833.5934558,IP_DAG,PC,[M+H]+,40,6,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"1695, 2515","2514, 2515",,NA,0,0,NA
577,2516,DGDG 34:9 +3O,C49H74O18,968.5213417,968.5233584,-2.08226475,738.7579315,968.5233426,968.5235224,738.6896051,739.9999685,3,67980.66913,79430.05362,403761.9501,325146.2203,865014.3919,20763,87,9192,950.4875161,IP_DAG,DGDG,[M+NH4]+,34,9,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
