"UNC_Marchetti_diatom_cultures_IP-DAG_pmol_total_man_ann.csv, exported from first sheet of UNC_Marchetti_diatom_cultures_IP-DAG_pmol_totals.xlsx after manual curation was performed on the Marchetti diatom culture data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results are in rm.flag_manual and complement the automatic removal flag annotations in rm.flag_auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This file was generated for re-importation back into R at approx. line 1482 in PAL1314_PAL1516_environmental_samples.R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto,rm.flag_manual,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,cultures,QC,Marchetti_diatom_culture_extract_A_act_1_QE002909,Marchetti_diatom_culture_extract_A_act_2_QE002910,Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911,Marchetti_diatom_culture_extract_F_cyl_1_QE002907,Marchetti_diatom_culture_extract_F_cyl_1_QE002908,Marchetti_diatom_culture_extract_Thalass_1_QE002905,Marchetti_diatom_culture_extract_Thalass_2_QE002906,QC_QE002903,QC_QE002915,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID
20411,NA,0,0,1,,2338,PG 24:2,C30H55O10P1,624.3871105,624.3869675,0.229098782,489.022946,624.3868247,624.3870098,487.9647844,490.7502408,3,0,0.046536794,0.032468093,0.210111265,0,0,4.304692377,2.897601893,0,0,6113,82,27069,606.3532849,IP_DAG,PG,[M+NH4]+,24,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2337, 2338, 2339, 2340",
917,NA,0,0,1,,1001,DGTS_DGTA 26:2,C36H65N1O7,624.4833804,624.4833466,0.054177736,673.4356969,624.4832752,624.4834179,672.7160632,674.1553306,2,0,0,0,0,0.018931232,0.077012881,0.022706756,0.008910376,0,0,6129,41,14001,623.476104,IP_DAG,DGTS_DGTA,[M+H]+,26,2,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
3298,NA,0,0,1,,4742,MGDG 24:4,C33H54O10,628.405524,628.4041894,2.123778023,914.1180333,628.4039723,628.4240688,913.740967,914.9863378,3,0,0,0,0,0,0.052903178,0.606594016,0.503929061,0,0,6242,8418,51280,610.3716984,IP_DAG,MGDG,[M+NH4]+,24,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4740, 4741, 4742, 4743",
12509,NA,0,0,1,,5672,DGTS_DGTA 26:0,C36H69N1O7,628.5146806,628.514608,0.115440892,966.3410688,628.5145833,628.5146328,966.2346652,966.4474724,2,0,0,0.001570038,0.0100207,0.002491664,0,0.199284576,0.159651851,0,0,6253,12370,13951,627.5074041,IP_DAG,DGTS_DGTA,[M+H]+,26,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5672, 5673",
1469,NA,0,0,1,,2868,DGTS_DGTA 27:6,C37H59N1O7,630.4364302,630.4374843,-1.672059742,621.2269003,630.4374515,630.4375171,620.4458956,622.007905,2,0,0,0,0,0,0,0.065575841,0.048051296,0,0,6298,428,14276,629.4291537,IP_DAG,DGTS_DGTA,[M+H]+,27,6,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
11187,NA,0,0,1,,3633,PE 28:1,C33H64N1O8P1,634.4442315,634.4442213,0.016093845,785.4950511,634.4441994,634.4442432,784.9334171,786.056685,2,0,0,0,0.416106742,0,0,20.38362949,13.63833471,0,0,6403,3592,20932,633.436955,IP_DAG,PE,[M+H]+,28,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3633, 3634, 3635",
2304,NA,0,0,1,,3634,PC 25:1,C33H64N1O8P1,634.4442315,634.4442213,0.016093845,785.4950511,634.4441994,634.4442432,784.9334171,786.056685,2,0,0,0,0.299606171,0,0,14.67666963,9.819906363,0,0,6403,3592,34977,633.436955,IP_DAG,PC,[M+H]+,25,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3633, 3634, 3635",
11289,NA,0,0,NA,1,3774,PE 28:0,C33H66N1O8P1,636.4598816,636.4599683,-0.136315098,841.4807952,636.4599341,636.4702729,840.5400464,842.3361228,3,0,0,0,0.249666861,0,0.606816609,10.0451365,7.219784767,0,13956.30978,6453,4257,20907,635.4526051,IP_DAG,PE,[M+H]+,28,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3774, 3775, 3776",
2355,NA,0,0,1,,3775,PC 25:0,C33H66N1O8P1,636.4598816,636.4599683,-0.136315098,841.4807952,636.4599341,636.4702729,840.5400464,842.3361228,3,0,0,0,0.17976573,0,0.436921546,7.232723197,5.198406688,0,13956.30978,6453,4257,34952,635.4526051,IP_DAG,PC,[M+H]+,25,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3774, 3775, 3776",
12099,NA,0,0,1,,4986,MGDG 24:0,C33H62O10,636.4681243,636.4679474,0.277896139,951.3776025,636.4679471,636.4679477,951.3324744,951.4227306,2,0,0,0.008683483,0,2.655628801,5.587737199,0.031171712,0.032628752,0,0,6454,9370,51180,618.4342987,IP_DAG,MGDG,[M+NH4]+,24,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4986, 4987",
12455,NA,0,0,1,,5583,DGTS_DGTA 27:3,C37H65N1O7,636.4833804,636.4830942,0.449685805,745.4013137,636.4829418,636.4832466,744.1934349,746.6091925,2,0,0.003687525,0.002686284,0.006114014,0.094960856,0.479817853,0.21604728,0.188009077,0,0,6457,11860,14201,635.476104,IP_DAG,DGTS_DGTA,[M+H]+,27,3,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
11443,NA,0,0,1,,4030,PE 29:6,C34H56N1O8P1,638.3816312,638.3819854,-0.554800096,662.3795054,638.3817431,638.3822276,661.4685326,663.2904782,2,0,0,0,0,0,0,0.133729277,0.084474798,0,0,6493,5146,21257,637.3743547,IP_DAG,PE,[M+H]+,29,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4030, 4031",
2452,NA,0,0,1,,4031,PC 26:6,C34H56N1O8P1,638.3816312,638.3819854,-0.554800096,662.3795054,638.3817431,638.3822276,661.4685326,663.2904782,2,0,0,0,0,0,0,0.096288074,0.060823746,0,0,6493,5146,35227,637.3743547,IP_DAG,PC,[M+H]+,26,6,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4030, 4031",
11229,NA,0,0,1,,3673,DGTS_DGTA 27:2,C37H67N1O7,638.4990305,638.4989971,0.052320806,795.7632445,638.4989814,638.4990127,794.0721776,797.4543114,2,0,0.011296193,0.004279568,0,0.005786203,0.03001438,0.10876759,0.076483823,0,0,6507,3759,14176,637.491754,IP_DAG,DGTS_DGTA,[M+H]+,27,2,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"3673, 4744",,
11950,NA,0,0,1,,4744,DGTS_DGTA 27:2,C37H67N1O7,638.4990305,638.498745,0.447186034,863.6677694,638.498624,638.4988659,862.2846664,865.0508723,2,0,0.00617203,0.008046804,0.002331955,0.061247001,0.15186478,0,0.001512656,0,20274.33131,6506,8425,14176,637.491754,IP_DAG,DGTS_DGTA,[M+H]+,27,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3673, 4744","4744, 4745",
11951,NA,0,0,1,,4746,DGTS_DGTA 27:1,C37H69N1O7,640.5146806,640.5147024,-0.034013866,917.2029053,640.5146754,640.5147293,917.1094544,917.2963562,2,0,0,0,0,0.496012125,1.277722919,0.004889773,0.004666752,0,0,6563,8429,14151,639.5074041,IP_DAG,DGTS_DGTA,[M+H]+,27,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4746, 5674","4746, 4747",
12510,NA,0,0,1,,5674,DGTS_DGTA 27:1,C37H69N1O7,640.5146806,640.5147353,-0.085399483,966.3410688,640.5145992,640.5148714,966.2346652,966.4474724,2,0,0,0,0.004162404,0,0,0.10175072,0.092322704,0,0,6562,12373,14151,639.5074041,IP_DAG,DGTS_DGTA,[M+H]+,27,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4746, 5674","5674, 5675",
11071,NA,0,1,1,,3468,PE 29:4,C34H60N1O8P1,642.4129313,642.412717,0.333611272,682.7618351,642.4126552,642.4127789,681.3869579,684.1367123,2,0,0,0,0,0,0,2.786788589,1.096103983,0,0,6624,2952,21207,641.4056549,IP_DAG,PE,[M+H]+,29,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3468, 3469",
2295,NA,0,0,1,,3469,PC 26:4,C34H60N1O8P1,642.4129313,642.412717,0.333611272,682.7618351,642.4126552,642.4127789,681.3869579,684.1367123,2,0,0,0,0,0,0,2.006550182,0.78921941,0,0,6624,2952,35177,641.4056549,IP_DAG,PC,[M+H]+,26,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3468, 3469",
3391,NA,0,0,1,,5224,MGDG 25:4,C34H56O10,642.421174,642.4198014,2.13671584,943.5939006,642.4197617,642.419841,943.4819802,943.7058211,2,0,0,0,0,0,0,2.214671911,1.659332102,0,0,6629,10358,51405,624.3873484,IP_DAG,MGDG,[M+NH4]+,25,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5222, 5223, 5224, 5225",
11952,NA,0,0,1,,4748,DGTS_DGTA 27:0,C37H71N1O7,642.5303307,642.5306502,-0.497363753,865.3284795,642.5304158,642.5308846,865.0928874,865.5640716,2,0,0.088380745,0.095173814,0,0,0.007993058,0.102878133,0.101605345,0,0,6641,8433,14126,641.5230542,IP_DAG,DGTS_DGTA,[M+H]+,27,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"4748, 4749",
3183,NA,0,0,1,,3678,MGDG 25:3,C34H58O10,644.4368241,644.4360797,1.155068944,796.9036255,644.4358866,644.4362728,796.3529395,797.4543114,2,0,0,0,0,0,0,0.421061417,0.353575381,0,0,6683,3765,51380,626.4029985,IP_DAG,MGDG,[M+NH4]+,25,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3676, 3677, 3678",
1840,NA,0,1,1,,3160,PE 29:2,C34H64N1O8P1,646.4442315,646.4443088,-0.119639585,761.7120119,646.4442682,646.4443495,761.1728514,762.2511724,2,0,0,0,0.010123571,0,0,2.867414108,1.786579275,0,0,6752,1690,21157,645.436955,IP_DAG,PE,[M+H]+,29,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3160, 3679","3160, 3161",
2205,NA,0,0,1,,3161,PC 26:2,C34H64N1O8P1,646.4442315,646.4443088,-0.119639585,761.7120119,646.4442682,646.4443495,761.1728514,762.2511724,2,0,0,0,0.007289198,0,0,2.064602361,1.286377081,0,0,6752,1690,35127,645.436955,IP_DAG,PC,[M+H]+,26,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3161, 3680","3160, 3161",
11232,NA,0,1,1,,3679,PE 29:2,C34H64N1O8P1,646.4442315,646.4442515,-0.03090174,793.4879891,646.4442177,646.4442852,792.9038006,794.0721776,2,0,0,0,0,0,0,0.898641336,0.711961818,0,0,6751,3768,21157,645.436955,IP_DAG,PE,[M+H]+,29,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3160, 3679","3679, 3680",
2328,NA,0,0,1,,3680,PC 26:2,C34H64N1O8P1,646.4442315,646.4442515,-0.03090174,793.4879891,646.4442177,646.4442852,792.9038006,794.0721776,2,0,0,0,0,0,0,0.647041883,0.51262845,0,0,6751,3768,35127,645.436955,IP_DAG,PC,[M+H]+,26,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"3161, 3680","3679, 3680",
2416,NA,0,0,1,,2325,DGTS_DGTA 28:5,C38H63N1O7,646.4677303,646.4689892,-1.947246805,560.805995,646.4689533,646.469025,560.7514306,560.8605594,2,0,0.040624485,0.04737937,0,0.011567516,0.037799008,0.00491761,0.005210932,0,0,6756,82,14426,645.4604539,IP_DAG,DGTS_DGTA,[M+H]+,28,5,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
1870,4,4,1,1,,3196,PE 29:1,C34H66N1O8P1,648.4598816,648.4598794,0.003334526,824.0573032,648.4598683,648.4598905,823.4795568,824.6350495,2,0,0,0,0.325229752,0,0,44.74674236,29.68203702,0,0,6811,1825,21132,647.4526051,IP_DAG,PE,[M+H]+,29,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3196, 3197, 3198",
6811,0,4,0,1,,3197,PC 26:1,C34H66N1O8P1,648.4598816,648.4598794,0.003334526,824.0573032,648.4598683,648.4598905,823.4795568,824.6350495,2,0,0,0,0.234172703,0,0,32.21865641,21.37173125,0,0,6811,1825,35102,647.4526051,IP_DAG,PC,[M+H]+,26,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3196, 3197, 3198",
1844,NA,0,0,1,,3162,PE 30:7,C35H56N1O8P1,650.3816312,650.3827724,-1.754639436,765.0635159,650.3827154,650.3828293,764.4748407,765.6521912,2,0,0,0,0,0,0,0.209380722,0.228339612,0,0,6857,1692,21482,649.3743547,IP_DAG,PE,[M+H]+,30,7,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
11141,NA,0,1,NA,0,3547,PE 29:0,C34H68N1O8P1,650.4755317,650.4755532,-0.03317232,888.9054737,650.4755205,650.475586,888.6527427,889.1582046,2,0,0,0.006990241,0,0,0,11.77746168,8.084141979,0,0,6870,3308,21107,649.4682552,IP_DAG,PE,[M+H]+,29,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3547, 3548, 3549",
6870,NA,0,0,1,,3548,PC 26:0,C34H68N1O8P1,650.4755317,650.4755532,-0.03317232,888.9054737,650.4755205,650.475586,888.6527427,889.1582046,2,0,0,0.00503313,0,0,0,8.480036117,5.820763234,0,0,6870,3308,35077,649.4682552,IP_DAG,PC,[M+H]+,26,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3547, 3548, 3549",
12260,NA,0,0,1,,5226,DGTS_DGTA 28:2,C38H69N1O7,652.5146806,652.5145105,0.260672195,924.1722345,652.5144865,652.5145345,922.855266,925.489203,2,0,0,0,0,0,0,0.044003924,0.030878078,0,0,6924,10365,14351,651.5074041,IP_DAG,DGTS_DGTA,[M+H]+,28,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"5226, 5227",
850,NA,0,0,1,,2485,DGTS_DGTA 28:1,C38H71N1O7,654.5303307,654.5303942,-0.097132585,975.502421,654.5302597,654.5304947,974.2588743,975.7309798,4,0,0.014695161,0.018795335,0.267339267,0.008684401,0.006939927,1.199664602,0.986872753,0,0,6990,87,14326,653.5230542,IP_DAG,DGTS_DGTA,[M+H]+,28,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2485, 3550","2473, 2485",
11142,NA,0,0,1,,3550,DGTS_DGTA 28:1,C38H71N1O7,654.5303307,654.5295648,1.170049898,894.6342626,654.5294051,654.5297245,894.5099827,894.7585425,2,0,0,0,0,0.091689665,0.285694615,0.001753381,0.001848358,0,0,6991,3311,14326,653.5230542,IP_DAG,DGTS_DGTA,[M+H]+,28,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2485, 3550","3550, 3551",
1479,NA,0,0,NA,1,2876,PE 30:4,C35H62N1O8P1,656.4285814,656.4282528,0.500627181,594.4385931,656.4281659,656.4283397,593.8641803,595.0130059,2,0,0,0,0,0.070728638,0.252854121,0,0.003632857,0,0,7029,440,21407,655.421305,IP_DAG,PE,[M+H]+,30,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2876, 2877",
2145,NA,0,0,1,,2877,PC 27:4,C35H62N1O8P1,656.4285814,656.4282528,0.500627181,594.4385931,656.4281659,656.4283397,593.8641803,595.0130059,2,0,0,0,0,0.050926203,0.182060629,0,0.002615738,0,0,7029,440,35352,655.421305,IP_DAG,PC,[M+H]+,27,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"2876, 2877",
11879,NA,0,0,1,,4645,DGTS_DGTA 29:7,C39H61N1O7,656.4520803,656.4521612,-0.123384336,631.9617409,656.4520413,656.4522615,631.30011,636.493157,6,0,0.408167734,0.402101082,0.011719896,0.412842629,1.830635319,0.311519546,0.24782532,0,0,7030,8085,14676,655.4448038,IP_DAG,DGTS_DGTA,[M+H]+,29,7,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
11080,NA,0,0,NA,1,3486,DGTS_DGTA 28:0,C38H73N1O7,656.5459807,656.5464923,-0.779207707,1018.395035,656.5463322,656.5465509,1018.378571,1020.103697,3,0,0.021243491,0.021056407,0.106330611,0.02321905,0,2.570631533,2.019821241,67330.79334,41724.53921,7043,3026,14301,655.5387043,IP_DAG,DGTS_DGTA,[M+H]+,28,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"3486, 3487",
2433,NA,0,0,NA,1,192,PE 30:3,C35H64N1O8P1,658.4442315,658.4455097,-1.941186793,524.6107545,658.4452954,658.4461646,523.3790304,525.2588625,7,0,0.677336615,0.658678648,8.884579499,0.540699109,2.024086719,3.301787309,2.049527464,0,0,7093,10,21382,657.436955,IP_DAG,PE,[M+H]+,30,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"192, 5054","192, 193",
24311,NA,0,0,1,,193,PC 27:3,C35H64N1O8P1,658.4442315,658.4455097,-1.941186793,524.6107545,658.4452954,658.4461646,523.3790304,525.2588625,7,0,0.487697529,0.474263375,6.397096171,0.389315465,1.457387758,2.377360792,1.475705664,0,0,7093,10,35327,657.436955,IP_DAG,PC,[M+H]+,27,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"193, 5055","192, 193",
12164,NA,0,1,NA,0,5054,PE 30:3,C35H64N1O8P1,658.4442315,658.4445843,-0.535864486,780.9600963,658.4445781,658.4445906,780.3969321,781.5232604,2,0,0,0,0.016839887,0,0.011124883,1.499583988,1.270029585,0,0,7095,9639,21382,657.436955,IP_DAG,PE,[M+H]+,30,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"192, 5054","5054, 5055",
2635,NA,0,0,1,,5055,PC 27:3,C35H64N1O8P1,658.4442315,658.4445843,-0.535864486,780.9600963,658.4445781,658.4445906,780.3969321,781.5232604,2,0,0,0,0.012125096,0,0.008010165,1.079734048,0.914449738,0,0,7095,9639,35327,657.436955,IP_DAG,PC,[M+H]+,27,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"193, 5055","5054, 5055",
984,NA,0,0,1,,1002,DGTS_DGTA 29:6,C39H63N1O7,658.4677303,658.4675688,0.245371551,669.9868169,658.4485578,658.4677546,668.252554,670.0405392,3,0,0.096482502,0.069503972,0.006358826,0.009594634,0.139116385,0.028632299,0.021442751,0,0,7097,41,14651,657.4604539,IP_DAG,DGTS_DGTA,[M+H]+,29,6,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1002, 5430",,
12810,NA,0,0,1,,5430,DGTS_DGTA 29:6,C39H63N1O7,658.4677303,658.4664874,1.887585504,517.7398492,658.4659215,658.4668948,516.0888174,520.0582123,7,0,0.034120282,0.04528412,3.592420811,0.019065645,0.104690232,0.685666227,0.556475816,0,0,7096,11096,14651,657.4604539,IP_DAG,DGTS_DGTA,[M+H]+,29,6,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"1002, 5430",,
655,NA,0,1,NA,0,784,PE 30:2,C35H66N1O8P1,660.4598816,660.4599247,-0.065224553,811.4495381,660.4598747,660.4602166,809.9307722,815.2645731,5,0,0.134491316,0.106685353,1.647199583,0.004345513,0.021616661,12.30266249,8.342266938,0,0,7166,31,21357,659.4526051,IP_DAG,PE,[M+H]+,30,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"784, 785",
6511,NA,0,0,1,,785,PC 27:2,C35H66N1O8P1,660.4598816,660.4599247,-0.065224553,811.4495381,660.4598747,660.4602166,809.9307722,815.2645731,5,0,0.096836759,0.076815843,1.186020582,0.003128867,0.01556448,8.858192455,6.006618984,0,0,7166,31,35302,659.4526051,IP_DAG,PC,[M+H]+,27,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"784, 785",
9921,NA,0,0,1,,833,MGDG 26:2,C35H62O10,660.4681243,660.4680093,0.174058947,894.6796548,660.4676308,660.4815993,893.6368436,894.8482073,5,0,0.570839291,0.369663599,2.333387779,0.130650641,0.706374627,0.056634097,0.050287649,0,0,7169,32,51480,642.4342987,IP_DAG,MGDG,[M+NH4]+,26,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"833, 5395","831, 832, 833, 834",
71671,NA,0,0,1,,5395,MGDG 26:2,C35H62O10,660.4681243,660.4667992,2.006207013,648.7225994,660.4666698,660.4669286,647.8492262,649.5959727,2,0,0,0,0,0,0,0.945690802,0.788913723,0,0,7167,10990,51480,642.4342987,IP_DAG,MGDG,[M+NH4]+,26,2,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"833, 5395","5393, 5394, 5395",
11899,NA,0,0,1,1,4675,DGTS_DGTA 29:5,C39H65N1O7,660.4833804,660.484596,-1.840427726,636.2646229,660.4845458,660.484844,635.8856221,638.0887678,4,0,0.049448667,0.064315801,0.07349641,0.046808223,0.126602895,0.027212321,0.041577454,0,0,7170,8177,14626,659.476104,IP_DAG,DGTS_DGTA,[M+H]+,29,5,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,
1079,6,6,1,0,,1694,PE 30:1,C35H68N1O8P1,662.4755317,662.4751952,0.507957203,872.3947316,662.4751215,662.4756071,869.1871677,877.514158,7,0,1.092790319,0.937910971,9.255729071,0.35743476,0.737999447,71.35336411,49.60767232,0,275495.9791,7230,63,21332,661.4682552,IP_DAG,PE,[M+H]+,30,1,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"1694, 1695",
10714,0,6,0,1,,1695,PC 27:1,C35H68N1O8P1,662.4755317,662.4751952,0.507957203,872.3947316,662.4751215,662.4756071,869.1871677,877.514158,7,0,0.786833498,0.675316899,6.664332173,0.257361031,0.531376126,51.37601981,35.71863482,0,275495.9791,7230,63,35277,661.4682552,IP_DAG,PC,[M+H]+,27,1,0,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"1694, 1695",
72321,NA,0,0,1,,4678,MGDG 26:1,C35H64O10,662.4837744,662.4840511,-0.417812956,633.8478273,662.4836984,662.4844039,633.5238438,634.1718107,2,0,0,0,0,0,0,0.188037931,0.101568224,0,0,7232,8178,51455,644.4499488,IP_DAG,MGDG,[M+NH4]+,26,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4678, 5330","4676, 4677, 4678",
3407,NA,0,0,1,,5330,MGDG 26:1,C35H64O10,662.4837744,662.4821363,2.472604281,690.6951513,662.4816667,662.4826059,688.6969564,692.6933463,2,0,0,0,0,0,0,0.27971775,0.230180033,0,0,7234,10772,51455,644.4499488,IP_DAG,MGDG,[M+NH4]+,26,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"4678, 5330","5328, 5329, 5330",
973,NA,0,0,1,,385,DGTS_DGTA 29:4,C39H67N1O7,662.4990305,662.4990841,-0.080916684,768.4299582,662.4989001,662.500398,765.6521912,771.2410894,6,0,0.632585428,0.627622127,0.314640123,0.112272466,0.577052781,0.523672518,0.380005683,0,0,7235,17,14601,661.491754,IP_DAG,DGTS_DGTA,[M+H]+,29,4,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"385, 627, 3780",,
100,NA,0,0,1,,627,DGTS_DGTA 29:4,C39H67N1O7,662.4990305,662.4989876,0.064684297,722.6761438,662.4988443,662.4990288,717.3882023,726.0631354,3,0,0.021415081,0.018198271,0.04570054,0.025591218,0.135120459,0.388135299,0.23896527,0,0,7236,23,14601,661.491754,IP_DAG,DGTS_DGTA,[M+H]+,29,4,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"385, 627, 3780",,
11292,NA,0,0,1,,3780,DGTS_DGTA 29:4,C39H67N1O7,662.4990305,662.4990793,-0.073627656,838.549006,662.4990679,662.4990907,837.7952858,839.3027261,2,0,0,0,0,0.279555841,0.762752708,0.050675402,0.032050628,0,0,7237,4271,14601,661.491754,IP_DAG,DGTS_DGTA,[M+H]+,29,4,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"385, 627, 3780","3780, 3781",
535,NA,0,1,NA,0,2119,PE 30:0,C35H70N1O8P1,664.4911817,664.4911835,-0.002694712,934.2840983,664.4910818,664.4915873,932.3385618,935.0405692,1,2,0.004859013,0.019602164,0.177708771,0,0.0059219,1.824628623,1.339955972,911799.3832,1221198.076,7290,78,21307,663.4839053,IP_DAG,PE,[M+H]+,30,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2119, 2120, 3681","2119, 2121",
11221,NA,0,1,NA,0,2120,PE 30:0,C35H70N1O8P1,664.4911817,664.4914001,-0.328592712,923.0446946,664.4913992,664.4914009,922.855266,923.2341232,2,0,0.009922675,0.01954875,0.150845458,0,0.005899194,4.141463381,2.984939944,804303.9346,1274773.725,7291,78,21307,663.4839053,IP_DAG,PE,[M+H]+,30,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2119, 2120, 3681","2120, 2122",
5118,NA,0,0,1,,2121,PC 27:0,C35H70N1O8P1,664.4911817,664.4911835,-0.002694712,934.2840983,664.4910818,664.4915873,932.3385618,935.0405692,1,2,0.003498598,0.014113997,0.127954294,0,0.004263901,1.313773463,0.964798303,911799.3832,1221198.076,7290,78,35252,663.4839053,IP_DAG,PC,[M+H]+,27,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2121, 2122, 3682","2119, 2121",
112110,NA,0,0,1,,2122,PC 27:0,C35H70N1O8P1,664.4911817,664.4914001,-0.328592712,923.0446946,664.4913992,664.4914009,922.855266,923.2341232,2,0,0.007144548,0.014075537,0.108612107,0,0.004247552,2.981946364,2.149223594,804303.9346,1274773.725,7291,78,35252,663.4839053,IP_DAG,PC,[M+H]+,27,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2121, 2122, 3682","2120, 2122",
11233,NA,0,0,1,,3681,PE 30:0,C35H70N1O8P1,664.4911817,664.4914294,-0.372754819,799.1543708,664.4913898,664.4914691,798.5860278,799.7227137,2,0,0,0,0,0,0,2.47014347,1.642126315,0,147231.382,7293,3773,21307,663.4839053,IP_DAG,PE,[M+H]+,30,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2119, 2120, 3681","3681, 3682",
2329,NA,0,1,1,,3682,PC 27:0,C35H70N1O8P1,664.4911817,664.4914294,-0.372754819,799.1543708,664.4913898,664.4914691,798.5860278,799.7227137,2,0,0,0,0,0,0,1.778558606,1.182367715,0,147231.382,7293,3773,35252,663.4839053,IP_DAG,PC,[M+H]+,27,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"2121, 2122, 3682","3681, 3682",
